,keywords
36382,['holiday']
36383,['based on novel']
36384,['pop singer']
36385,"['murder', 'serial killer', 'tokyo japan']"
36386,[]
36387,"['suspense', 'woman director']"
36388,['south korea']
36389,['based on manga']
36390,[]
36391,['오싹한 연애']
36392,"['love triangle', 'gay', 'father son relationship', 'based on novel', 'double life', 'japanese', 'wife husband relationship', 'secret', 'restaurant', 'arranged marriage', 'marriage of convenience', 'lover', 'marriage', 'alcoholism', 'love', 'unrequited love', 'gay interest', 'family relationships', 'mother daughter relationship', 'in the closet', 'doctor', 'father daughter relationship', 'alcoholic', 'gay man', 'stranger', 'mother son relationship', 'father-in-law son-in-law relationship']"
36393,['woman director']
36394,"['holiday', 'christmas']"
36395,[]
36396,[]
36397,[]
36398,[]
36399,['alligator']
36400,['gymnastics']
36401,['based on comic']
36402,['west']
36403,"['biography', 'woman director']"
36404,[]
36405,[]
36406,[]
36407,['holiday']
36408,[]
36409,[]
36410,"['thanksgiving', 'turkey', 'addiction', 'based on short film', 'family', 'mental illness', 'psychological drama', 'estranged son', 'tragicomedy']"
36411,"['guilt', 'post world war ii']"
36412,"['english countryside', 'bumbling cops']"
36413,"['italian', 'family relationships', 'lawyer', 'pre-code', 'aviator']"
36414,['laurel and hardy']
36415,"['world war ii', 'nazis', 'british spy']"
36416,[]
36417,"['role playing', 'larp']"
36418,[]
36419,[]
36420,"['time travel', 'prehistoric']"
36421,"['holiday', 'musical']"
36422,[]
36423,"['romance', 'comedy', 'woman director', 'noël']"
36424,"['romantic comedy', 'christmas']"
36425,[]
36426,"['love triangle', 'based on play or musical', 'melodrama', 'love affair', 'family feud', 'woman director', 'play adaptation']"
36427,['christmas']
36428,['woman director']
36429,"['camera', 'mask', 'death of a child', 'murder', 'rifle', 'farmhouse', 'death of son', 'graveyard', 'hide', 'eyewitness']"
36430,"['hong kong', 'macau', 'woman director']"
36431,['religion']
36432,[]
36433,[]
36434,['independent film']
36435,[]
36436,"['battle of the sexes', 'woman director', 'feel bad comedy', 'idle rich']"
36437,"['любовь', 'битва', 'воин']"
36438,"['terror', 'hope', 'post-apocalyptic', 'suspense', 'gore', 'zombie', 'zombie apocalypse']"
36439,"['biker', 'motorcycle']"
36440,[]
36441,[]
36442,[]
36443,"['greek mythology', 'plot']"
36444,"['philippines', 'pinoy']"
36445,[]
36446,[]
36447,"['poker', 'gambling']"
36448,[]
36449,[]
36450,[]
36451,['religious film']
36452,[]
36453,"['nazis', 'wealth']"
36454,"['racing car', 'le mans', 'movie star']"
36455,"['children', 'teacher', 'school']"
36456,['woman director']
36457,[]
36458,[]
36459,[]
36460,[]
36461,[]
36462,"['anime', 'naruto']"
36463,[]
36464,[]
36465,['exploitation']
36466,['beatnik']
36467,"['depression', 'puberty', 'war veteran', 'country estate', 'lolita', 'world war i', 'forbidden love', 'coming of age', 'wounded', 'voyeurism']"
36468,[]
36469,[]
36470,"['monster', 'mutation', 'machete', 'shark', 'mutant animal', 'booze cruise']"
36471,"['sexuality', 'erotic drama']"
36472,[]
36473,"['street war', 'gangster', 'beijing', 'criminal underworld']"
36474,['supernatural']
36475,[]
36476,[]
36477,"['lesbian relationship', 'homosexuality']"
36478,[]
36479,[]
36480,[]
36481,[]
36482,[]
36483,"['1960s', 'barking']"
36484,"['wedding', 'postponed wedding', 'woman director']"
36485,"['suicide', 'tattoo', 'sex', 'nudity', 'supernatural', 'independent film']"
36486,[]
36487,['christmas']
36488,"['homosexuality', 'lesbian interest', 'lgbt', 'woman director']"
36489,"['suicide', 'rape', 'sex', 'stripper', 'revenge', 'girl heroine', 'female protagonist', 'schoolgirl']"
36490,"['naruto shippuuden', 'anime', 'naruto']"
36491,[]
36492,[]
36493,[]
36494,[]
36495,['woman director']
36496,"['love triangle', 'kidnapping', 'romance', 'native american', 'comanche', 'kiowa']"
36497,"['games', 'quest']"
36498,"['assassination', 'israel', 'political']"
36499,"['paris', 'woman director']"
36500,"['magic', 'fantasy', 'mystery', 'cgi']"
36501,[]
36502,"['china', 'spain', 'biography', 'politics', 'chinese']"
36503,[]
36504,"['revenge', 'sitting on a toilet', 'korean movie']"
36505,"['adversary', 'thief', 'romance', 'cons and scams', 'grifters', 'serial dating']"
36506,"['court case', 'quebec', 'step mother']"
36507,"['philippines', 'romantic comedy', 'pinoy']"
36508,[]
36509,[]
36510,"['philippines', 'wedding', 'bride and groom', 'woman director', 'rental', 'pinoy']"
36511,['woman director']
36512,[]
36513,['hong kong']
36514,[]
36515,['romance']
36516,"['puberty', 'bodily disabled person', 'friendship', 'boarding school', 'teenage crush']"
36517,[]
36518,[]
36519,"['delinquent', 'high school']"
36520,"['based on true story', 'disability']"
36521,[]
36522,"['eroticism', 'anthology', 'korea', 'romantic drama']"
36523,[]
36524,[]
36525,"['high school', 'murder', 'teenager', 'odd hobby']"
36526,[]
36527,"['romance', 'korea', 'teenager', 'youth', 'south korea', 'hongseong', '1980s']"
36528,"['roommate', 'mystery', 'tokyo japan']"
36529,[]
36530,[]
36531,['woman director']
36532,['music video']
36533,"['rodeo', 'texas', 'houston', 'youth', 'cowboy', 'rodeo cowboy']"
36534,[]
36535,"['female nudity', 'museum', 'cellar', 'psychopath', 'murder', 'basement', 'independent film', 'serial killer', 'reporter', 'farmhouse', 'freelance journalist']"
36536,"['based on novel', 'dystopia', 'shaolin', 'prejudice', 'zombie', 'pride', 'golddigger', 'regency period', 'parson', 'mashup']"
36537,"['summer vacation', 'father daughter relationship', 'farmer', 'troubled teen']"
36538,[]
36539,['hurricane']
36540,"['police officer', 'warehouse']"
36541,"['bikini', 'made for cable tv', 'curse', 'hot tub', 'scientist', 'shark', 'avalanche']"
36542,['spanish civil war']
36543,[]
36544,"['sport', 'woman director']"
36545,"['pilot', 'storm', 'gulf of mexico']"
36546,"['magic', 'black magic', 'cult', 'disappearance', 'invisibility', 'lost island', 'evil priest', 'yogi', 'feature version of serial film', 'egyptian princess', 'princess in peril', 'endless tunnels', 'cat goddess']"
36547,[]
36548,"['fairy tale', 'woman director']"
36549,['woman director']
36550,"['dinosaur', 'cowboy']"
36551,"['sailing', 'revenge', 'human relationship', 'misogyny']"
36552,[]
36553,"['sheriff', 'horse', 'musician', 'cowboy', 'singing cowboy']"
36554,[]
36555,"['dancer', 'polio', 'woman director']"
36556,[]
36557,['woman director']
36558,['criminal']
36559,[]
36560,"['sport', 'australian rules football']"
36561,['spy']
36562,['thriller']
36563,"['fetish', 'bdsm', 'submission', 'sexual domination', 'erotic movie']"
36564,[]
36565,[]
36566,['woman director']
36567,"['muslim', 'tradition', 'belgium', 'integration', 'homosexuality', 'gay relationship', 'homoeroticism', 'lgbt']"
36568,[]
36569,['woman director']
36570,"['albino', 'blindness', 'woman director']"
36571,[]
36572,"['antwerp', 'legend', 'foot race', 'flemish']"
36573,[]
36574,[]
36575,[]
36576,['woman director']
36577,[]
36578,[]
36579,"['antwerp', 'escort girl']"
36580,[]
36581,[]
36582,"[""valentine's day"", 'high hopes', 'award']"
36583,[]
36584,[]
36585,[]
36586,[]
36587,[]
36588,"['hunter', 'village life', 'father daughter relationship']"
36589,"['campus', 'prank', 'hazing', 'freshman', 'slave auction', 'fatal accident', 'wall crawling', 'student', 'university']"
36590,[]
36591,"['free love', 'commune', 'baptism', 'squatter']"
36592,[]
36593,"['airport', 'alien', 'teacher', 'school']"
36594,['woman director']
36595,['woman director']
36596,"['father son relationship', 'sadness', 'loss of father', 'soccer']"
36597,[]
36598,"['stuntman', 'brainwashing']"
36599,['woman director']
36600,[]
36601,['psychological drama']
36602,[]
36603,[]
36604,[]
36605,"['resistance', 'world war ii', 'nazis', 'based on true story', 'heroism']"
36606,[]
36607,[]
36608,[]
36609,['woman director']
36610,[]
36611,[]
36612,[]
36613,"['male nudity', 'based on novel', 'gay interest', 'gay man']"
36614,['bingo']
36615,['musical']
36616,[]
36617,[]
36618,"['sport', 'soccer']"
36619,[]
36620,[]
36621,[]
36622,"['social media', 'short']"
36623,[]
36624,[]
36625,"['gore', 'extreme violence']"
36626,"['canada', 'murder', 'serial killer', 'prostitution', 'true crime', 'vancouver', 'robert pickton']"
36627,[]
36628,[]
36629,"['suspense', 'memory loss', 'brit noir']"
36630,"['submarine', 'world war ii', 'suspense']"
36631,"['composer', 'liquor', 'flush']"
36632,['brit noir']
36633,[]
36634,[]
36635,['spirituality']
36636,"['based on novel', 'graffiti', 'bullying', 'surrealism', 'copyright', 'furry', 'breaking the fourth wall', 'experimental film', 'mental illness', 'school shooting', 'lobotomy', 'educational film', 'gun fight', 'child', 'guitar playing', 'boogie woogie', 'gun safety', 'cool cat', 'interracial family', 'written and directed by cast member', 'black comedy', 'comic sans', 'unintentionally funny', 'bad acting', 'cyberbullying', 'straight to video', 'curb stomping', 'electroshock therapy', 'writing contest', 'dreamland']"
36637,[]
36638,"['based on novel', 'high school', 'teenager', 'teen comedy', 'multiple storylines', 'woman director']"
36639,"['high school', 'teenager', 'robot', 'teen comedy', 'fake boyfriend']"
36640,[]
36641,[]
36642,"['pregnancy', 'miscarriage', 'woman director']"
36643,[]
36644,[]
36645,"['oregon', 'surrealism', 'gore', 'vision', 'scream', 'experimental film', 'omelet']"
36646,['turkish movie']
36647,[]
36648,"['artist', 'heavy metal', 'painting', 'satan', 'child kidnapping', 'possesion']"
36649,[]
36650,[]
36651,[]
36652,[]
36653,[]
36654,"['museum', 'art collector', 'art', 'woman director']"
36655,[]
36656,"['sport', 'racism']"
36657,"['hostage', 'based on true story', 'murder', 'independent film', 'single mother', 'drug', 'drug addict', 'recovering drug addict', 'auto theft', 'based on true events']"
36658,"['lake', 'shark attack']"
36659,[]
36660,"['orpheus', 'carnival', 'hell', 'stop motion', 'devil', 'adult animation']"
36661,"['australian', 'rural setting', 'gender roles', 'zombie apocalypse']"
36662,"['dystopia', 'racial segregation', 'science fiction', 'racism', 'violence']"
36663,[]
36664,['killer doll']
36665,[]
36666,"['japan', 'forest']"
36667,"['bodily disabled person', 'love', 'romance']"
36668,[]
36669,[]
36670,[]
36671,"['police officer killed', 'teenage boy']"
36672,[]
36673,"['racism', 'biracial']"
36674,"['giallo', 'police detective', 'psycho killer']"
36675,[]
36676,"['remake', 'porno filmmaking']"
36677,"['love triangle', 'dancer', 'gun', 'loss of sister', 'fight', 'kidnapping', 'mythology', 'waterfall', 'forest', 'marriage', 'police', 'rope bridge', 'hindu mythology', 'manhunt', 'polygraph']"
36678,[]
36679,"['female friendship', 'sequel', 'rivalry', 'bollywood', 'india', 'girl group', 'based on young adult novel']"
36680,"['fight', 'cop', 'love', 'thief', 'revenge', 'look-alike', 'goon', 'remake of telugu film']"
36681,[]
36682,[]
36683,[]
36684,['chess']
36685,"['london england', 'dancing', 'secret agent', 'revenge', 'heist', 'rescue', 'hindi', 'bollywood', 'car chase', 'jewel heist', 'jewel thief', 'motorcycle chase']"
36686,['woman director']
36687,"['monster', 'gold', 'queen', 'atlantis', 'octopus', 'engineer', 'alien', 'martian', 'escape', 'king', 'scientist', 'underwater', 'sea monster', 'archaeologist', 'lost civilization', 'giant octopus']"
36688,"['japan', 'suicide', 'male nudity', 'female nudity', 'sex', 'adultery', 'witch', 'samurai', 'haunted house', 'possession', 'murder', 'apparition', 'haunting', 'duel', 'writer', 'ghost story', 'ghost', 'affair', 'masks', 'harakiri']"
36689,['korean movie']
36690,"['monster', 'halloween', 'teen movie', 'teenager', 'fighting supernatural']"
36691,"['mistaken identity', 'new york city', 'screwball comedy', 'modeling', 'gold digger']"
36692,[]
36693,['suspense']
36694,[]
36695,['woman director']
36696,['mail order bride']
36697,"['based on novel', 'coming of age', 'military', 'super powers', 'anti war']"
36698,"['obsession', 'exorcism', 'priest', 'young girl', 'rabies', 'sexual awakening']"
36699,[]
36700,"['legend', 'japanese folklore', 'anime']"
36701,[]
36702,"['monk', 'dragon', 'anime']"
36703,"['troops', 'cult director', 'woman director', 'wellington', '19th century']"
36704,['based on novel']
36705,['anime']
36706,['anime']
36707,[]
36708,['korean movie']
36709,"['japan', 'moon', 'assassination', 'monster', 'teacher', 'problem child', 'child soldier', 'students']"
36710,[]
36711,[]
36712,"['kidnapping', 'rescue', 'drug cartel', 'corrupt sheriff']"
36713,"['dictator', 'operation']"
36714,[]
36715,"['war', 'airship', 'dirigible']"
36716,[]
36717,"['jungle', 'amazon women', 'jungle girl']"
36718,"['murder', 'hired killer', 'avenge']"
36719,[]
36720,[]
36721,[]
36722,[]
36723,"['female nudity', 'bondage', 'seduction', 'inheritance', 'hong kong', 'bordello', 'lesbian sex', 'cunnilingus', 'softcore']"
36724,"['mafia', 'gangster']"
36725,"['yugoslavia', 'bosnia and herzegovina', 'world war ii', 'partisan']"
36726,"['adultery', 'married couple', 'marriage', 'family', 'woman director']"
36727,[]
36728,[]
36729,[]
36730,[]
36731,"['mythology', 'religious', 'family feud']"
36732,[]
36733,['woman director']
36734,['undead']
36735,['music concert']
36736,"['tv movie', 'evil bug']"
36737,[]
36738,"['russian', 'getaway', 'lapd', 'awol', 'special ops']"
36739,"['female nudity', 'vampire', 'based on comic', 'alien']"
36740,"['possession', 'curse', 'sunken treasure']"
36741,[]
36742,[]
36743,[]
36744,['woman director']
36745,[]
36746,"['france', 'gun', 'auto', 'secretary']"
36747,['musical']
36748,[]
36749,[]
36750,[]
36751,"['butler', 'russian', 'family relationships']"
36752,[]
36753,"['adultery', 'age difference', 'bartender', 'officer', 'dysfunctional marriage', 'redemption', 'love affair', 'english', 'apartment', 'bookie', 'landlady', 'drunkenness']"
36754,[]
36755,"['london england', 'violence', 'clans', 'suburban', 'two generation']"
36756,[]
36757,"['robbery', 'treasure', 'coming of age', 'arrested development', 'mexican laborer']"
36758,[]
36759,[]
36760,"['art', 'ellis island']"
36761,[]
36762,[]
36763,[]
36764,[]
36765,"['media', 'politics', 'critic']"
36766,[]
36767,[]
36768,[]
36769,[]
36770,"['villa', 'lake', 'children', 'pianist']"
36771,"['based on novel', 'windmill', 'chivalry']"
36772,[]
36773,[]
36774,[]
36775,"['native american', 'mother daughter relationship', 'abuse']"
36776,"['surrealism', 'steampunk', 'female protagonist', 'brain surgery']"
36777,['american football']
36778,['motor sport']
36779,"['son', 'revenge', 'teacher']"
36780,"['snob', 'murder', 'trial', 'accidental drowning', 'pregnant woman murdered']"
36781,[]
36782,[]
36783,[]
36784,"['drama', 'romance']"
36785,"['biography', 'woodstock', 'music band', 'rock concert', 'woman director', 'recording session', 'heroin withdrawl']"
36786,"['villa', 'thief', 'lesbian']"
36787,"['pop culture', 'documentary', 'toys', 'space opera', 'action figures']"
36788,"['artificial intelligence', 'android', 'deception', 'reporter', 'scientist', 'dark', 'prosthetic penis']"
36789,"['environment', 'woman director']"
36790,[]
36791,[]
36792,['coming of age']
36793,[]
36794,['cine familiar']
36795,"['friendship', 'train', 'journey', 'romantic drama', 'married', 'engaged']"
36796,[]
36797,[]
36798,[]
36799,['break-up']
36800,[]
36801,['cyborg']
36802,[]
36803,[]
36804,"['amnesia', 'investigation', 'lsd', 'murder']"
36805,[]
36806,['short']
36807,[]
36808,[]
36809,['splatter']
36810,[]
36811,"['video game', 'arcade', 'japanese culture']"
36812,"['sheriff', 'map', 'motel', 'honeymoon', 'just married', 'suspense', 'video camera', 'las vegas', 'desert', 'sunset', 'dead end road']"
36813,['woman director']
36814,"['british', 'fashion photographer', 'based on true story', 'model', 'photo shoot', 'fashion', 'manhattan, new york city', '1960s']"
36815,[]
36816,[]
36817,[]
36818,[]
36819,"['london england', 'trumpet player']"
36820,[]
36821,"['investigation', 'disappearance', 'india', 'thug', 'religious cult', 'kali']"
36822,"['london england', 'double life', 'hammer horror', 'jekyll and hyde']"
36823,[]
36824,[]
36825,[]
36826,['zombie']
36827,"['single mother', 'mental illness']"
36828,[]
36829,"['aspen', 'cougar', 'dating', 'lust', 'older woman younger man relationship', 'milf', 'woman director']"
36830,"['independent film', 'woman director']"
36831,"['illegal immigration', 'immigrant', 'woman director', 'cyprus']"
36832,['political']
36833,[]
36834,[]
36835,"['martial arts', 'devil', 'based on video game', 'family feud', 'genetic experiments']"
36836,[]
36837,[]
36838,[]
36839,[]
36840,[]
36841,[]
36842,[]
36843,[]
36844,['birthday']
36845,['biography']
36846,['based on video game']
36847,"['ninja', 'anime', 'naruto']"
36848,"['solidarity', 'revolution', 'biography', 'poland', 'labor union', 'nobel peace prize winner']"
36849,[]
36850,"['car', 'road movie', 'top gear']"
36851,[]
36852,"['przystojny', 'wysportowany', 'lekarz', 'serce bohatera', 'pacjentki', 'pracownica korporacji']"
36853,[]
36854,[]
36855,[]
36856,"['london england', 'blackmail', 'hustler', 'twins']"
36857,[]
36858,[]
36859,"['puppy', 'bereavement', 'school', 'drawing', 'girl']"
36860,['music']
36861,['apocalypse']
36862,[]
36863,"['professor', 'musical', 'teacher']"
36864,"['all black cast', 'frame up', 'radium mine']"
36865,[]
36866,[]
36867,['gambling']
36868,"['new york', 'orphan']"
36869,[]
36870,"['extortion', 'store', 'swindle', 'harlem', 'poverty row', '1940s']"
36871,[]
36872,['bowery boys']
36873,[]
36874,"['musical', 'african american']"
36875,"['father son relationship', 'secret agent', 'based on comic', 'parody']"
36876,"['bomb', 'money', 'phone', 'retribution']"
36877,[]
36878,['troubled marriage']
36879,[]
36880,"['junkie', 'biography', 'drugs and addiction', 'literacy', 'beat generation']"
36881,['music']
36882,"['funeral', 'jfk assassination']"
36883,['drama']
36884,"['mother', 'red hair', 'hate']"
36885,"['inspector', 'aunt', 'murder', 'murder mystery']"
36886,[]
36887,['french noir']
36888,"['forest', 'aristocrat']"
36889,[]
36890,"['traitor', 'french resistance', 'suspense', 'betrayal']"
36891,[]
36892,"['restaurant', 'femme fatale']"
36893,[]
36894,[]
36895,[]
36896,['lynch mob']
36897,"['bank robber', 'film noir']"
36898,['anthology']
36899,[]
36900,[]
36901,[]
36902,[]
36903,[]
36904,[]
36905,[]
36906,"['black humor', 'dark comedy', 'suicidal', 'pregnant woman', 'bitterness', 'saab', 'volvo']"
36907,"['tribe', 'native american']"
36908,['tarzan']
36909,[]
36910,[]
36911,"['eroticism', 'sadomasochism', 'punishment', 'humiliation', 'explicit sex', 'enslavement', 'erotic 70s']"
36912,['independent film']
36913,"['biography', 'spiritualism']"
36914,[]
36915,"['taxi driver', 'nudity', 'vampire', 'murder', 'canuxploitation']"
36916,['witchcraft']
36917,['witchcraft']
36918,"['cyborg', 'android', 'russia', 'horror', 'mad scientist', 'science fiction']"
36919,"['single parent', 'egg', 'dinosaur']"
36920,"['magic', 'castle', 'teleportation', 'princess', 'sequel', 'independent film', 'torture', 'twins', 'jewel', 'wizard', 'brigands', 'sword and sorcery']"
36921,"['castle', 'sequel', 'independent film', 'infiltration', 'duel', 'bdsm', 'sword and sorcery']"
36922,['independent film']
36923,[]
36924,[]
36925,"['period drama', 'sword and sandal', 'peplum']"
36926,"['dictator', 'kidnapping', 'love']"
36927,[]
36928,"['veterinarian', 'shelter', 'dog', 'dachshund', 'dysfunctional life', 'cancer survivor']"
36929,"['new york', 'polar bear', 'new york city']"
36930,"['police', 'sequel', 'police officer', 'brother-in-law brother-in-law relationship', 'black men', 'buddy film']"
36931,"['woman director', 'blended family']"
36932,"['nostalgia', 'politics']"
36933,[]
36934,[]
36935,[]
36936,"['terrorist', 'eroticism', 'nudity', 'sexual intercourse', 'unsimulated sex', 'explicit sex']"
36937,"['superhero', 'robin', 'super powers', 'nightwing']"
36938,"['drug dealer', 'drug smuggle', 'self-inflicted injury', 'friendship', 'piercing', 'drug scene', 'young prostitute', 'misfit', 'controversial', 'gang', 'extreme violence', 'masturbation', 'tattoo artist']"
36939,['woman director']
36940,[]
36941,[]
36942,"['christian', 'history']"
36943,[]
36944,['filmmaker']
36945,"['monster', 'murder', 'mad scientist']"
36946,[]
36947,[]
36948,[]
36949,"['mexico', 'texas', 'mystery', 'escape', 'search', 'convict', 'desert', 'diamond', 'explorer']"
36950,[]
36951,['plastic']
36952,"['sword and sandal', 'hercules', 'peplum']"
36953,"['sword and sandal', 'peplum']"
36954,['spaghetti western']
36955,"['japan', 'village', 'forest', 'coming of age', 'high school graduation']"
36956,"['spy', 'cia', 'eurospy']"
36957,['spaghetti western']
36958,"['jail', 'false accusations', 'disarming someone', 'card playing', 'small western town', 'villain arrested', 'damsel in distress']"
36959,[]
36960,"['windmill', 'carousel ', 'wax museum', 'descent into madness', 'atmospheric', 'blood transfusion', 'sculptor', 'mummified bodies', 'human taxidermy']"
36961,[]
36962,['woman director']
36963,['woman director']
36964,['woman director']
36965,['woman director']
36966,[]
36967,"['underdog', 'olympic games', 'ski jump', 'biography', 'sport', 'based on true story', 'britain', 'skiing', 'feel good']"
36968,"['evacuation', 'war', 'based on true story', 'iraq war']"
36969,"['dancing', 'artist', 'love']"
36970,[]
36971,['spaghetti western']
36972,['spaghetti western']
36973,[]
36974,['brother brother relationship']
36975,"['dc comics', 'based on comic', 'super powers']"
36976,"['transylvania', 'vampire', 'dracula', 'supernatural powers', 'dog', 'german shepherd', 'doberman', 'occult', 'hearse']"
36977,[]
36978,[]
36979,[]
36980,[]
36981,['woman director']
36982,[]
36983,[]
36984,[]
36985,['woman director']
36986,"['angel', 'rape', 'subway', 'police corruption', 'illegal drugs', 'manslaughter']"
36987,[]
36988,[]
36989,[]
36990,[]
36991,[]
36992,['woman director']
36993,[]
36994,"['homelessness', 'woman director']"
36995,[]
36996,[]
36997,[]
36998,[]
36999,[]
37000,[]
37001,[]
37002,"['martial arts', 'new york city']"
37003,['stonewall riot']
37004,['frankenstein']
37005,[]
37006,"['teenager', 'medical school', 'arabic']"
37007,"['opium', 'yakuza', 'sword fight', 'murder', 'female yakuza', 'torture', 'samurai sword', 'black cat']"
37008,"['sequel', 'alien', 'outer space', 'alien invasion']"
37009,[]
37010,[]
37011,[]
37012,"['gay', 'taxi driver', 'retirement', 'lgbt']"
37013,"['underdog', 'competition', 'dance', 'musical', 'drama']"
37014,[]
37015,"['political instability', 'coup', 'period drama', 'political unrest', '관상', 'the face reader']"
37016,[]
37017,[]
37018,"['country music', 'independent film']"
37019,[]
37020,"['child abuse', 'sadism', 'female friendship', 'afterlife', 'buried alive', 'remake', 'revenge', 'burned alive', 'murder', 'independent film', 'blood', 'torture', 'electrocution', 'martyr', 'skinned alive', 'tortured', 'sadistic horror', 'underground complex']"
37021,['woman director']
37022,"['animal species', 'earth', 'scientist', 'endangered species', 'activist']"
37023,[]
37024,[]
37025,[]
37026,"['mars', 'space', 'internet', 'robot', 'cyber warfare']"
37027,[]
37028,[]
37029,[]
37030,[]
37031,[]
37032,['woman director']
37033,['double act']
37034,[]
37035,['small town']
37036,"[""hundred years' war"", 'miniseries']"
37037,"['mining', 'fictionalization', 'talvivaara']"
37038,[]
37039,[]
37040,"['suicide', 'gothic', 'ghost', 'woman director']"
37041,"['suicide', 'england', 'fire', 'country house', 'shower', 'nanny', 'mask', 'boy', 'murder', 'mansion', 'violence', 'doll', 'burn victim', 'secret passageway', 'broken mirror', 'loss of a child']"
37042,"['hospital', 'church']"
37043,"['vampire', 'philippines', 'sailor', 'female vampire']"
37044,"['israel', 'jerusalem', 'demon', 'found footage']"
37045,[]
37046,['woman director']
37047,['biography']
37048,"['book', 'author']"
37049,[]
37050,"['computer program', 'suspense', 'independent film', 'cyber', 'online chat']"
37051,[]
37052,[]
37053,['woman director']
37054,"['theft', 'jewel']"
37055,[]
37056,[]
37057,[]
37058,['rooster teeth']
37059,[]
37060,[]
37061,"['orphanage', 'hiv', 'india']"
37062,['christian film']
37063,[]
37064,"['christianity', 'jesus christ', 'apostle', 'crucifixion', 'jerusalem', 'ancient rome', 'faith', 'resurrection', 'dead body', 'judaism', 'religious', 'tomb']"
37065,"['islam', 'terror']"
37066,[]
37067,"['religious cult', '1980s']"
37068,"['male nudity', 'female nudity', 'sex', 'nudity', 'post-apocalyptic', 'knife', 'forest', 'rifle', 'food', 'pregnancy', 'bow and arrow', 'masturbation', 'seed', 'starvation', 'abortion', 'very little dialogue']"
37069,[]
37070,[]
37071,[]
37072,[]
37073,[]
37074,[]
37075,[]
37076,"['russia', 'ship', 'coming of age', 'journey']"
37077,"['indian lead', 'india']"
37078,[]
37079,"['experimental film', 'avant-garde', 'silent film']"
37080,"['prison', 'oldtimer']"
37081,['african american']
37082,['woman director']
37083,"['france', 'cat', 'grandfather', 'scientist', 'electricity', 'talking cat']"
37084,['stand-up comedy']
37085,"['ritual', 'india', 'death', 'grieving', 'grieving parents']"
37086,"['college', 'sport', 'scholarship']"
37087,"['grandfather grandson relationship', 'grandfather', 'road trip', 'wedding', 'retired', 'pervert', 'army general', 'sex comedy']"
37088,['blaxploitation']
37089,[]
37090,"['denmark', 'monster', 'professor', 'lapland', 'bridge', 'panic', 'giant monster', 'scientist', 'man eaten by monster', 'man eating monster', 'severed leg', 'draw bridge', 'rampaging monster']"
37091,"['small town', 'housewife', 'suburb', 'subservience']"
37092,[]
37093,[]
37094,"['upper class', 'middle class', 'working class', 'economics', 'inequality', 'poor', 'wealth differences']"
37095,"['corruption', 'hotel', 'bestechung', 'adoption', 'cambodia', 'sterility', 'human trafficking', 'auvergne']"
37096,"['mass murder', 'psychological thriller']"
37097,"['prostitute', 'sex', 'jealousy', 'photographer', 'camera', 'nudity', 'bride', 'bicycle', 'sexploitation', 'sexual attraction', 'cheating wife', 'wedding', 'skinny dipping', 'desire', 'softcore', 'exhibitionism', 'flashback', 'erotic movie', 'teasing', 'exhibitionist']"
37098,[]
37099,[]
37100,[]
37101,[]
37102,"['coast guard', 'based on true story', 'survival', 'rescue mission', 'storm at sea', 'sinking ship', '1950s', '3d']"
37103,"['based on comic', 'cyberpunk']"
37104,[]
37105,"['forest', 'animal', 'nature']"
37106,"['terror', 'raf', 'bank', 'bank manager', 'murder', 'murder hunt']"
37107,[]
37108,"['workaholic', 'single father', 'christmas', 'holidays']"
37109,[]
37110,"['biography', 'docudrama', 'psychological drama']"
37111,"['forgiveness', 'hospital', 'car accident', 'birth']"
37112,"['college', 'protest', 'student', 'activism']"
37113,"['berlin', 'prison', 'passport']"
37114,['woman director']
37115,[]
37116,[]
37117,[]
37118,['woman director']
37119,['woman director']
37120,[]
37121,"['civil war', 'on the run', 'racism']"
37122,"['amateur detective', 'murder']"
37123,"['book', 'hypnotism']"
37124,"['male nudity', 'hustler', 'buenos aires', 'police protection', 'argentina', 'male prostitute', 'gay sex', 'gay lead character', 'police inspector', 'all saints day', 'all souls day']"
37125,[]
37126,['brazilian']
37127,"['australia', 'stranded', 'alien', 'independent film', 'science', 'signal']"
37128,[]
37129,[]
37130,['woman director']
37131,[]
37132,[]
37133,[]
37134,[]
37135,"['hell', 'thai legend']"
37136,[]
37137,[]
37138,"['american football', 'biography', 'sport', 'championship']"
37139,[]
37140,[]
37141,['slavery']
37142,['woman director']
37143,"['suicide', 'corruption', 'prostitute', 'secret', 'department store', 'fiancé', 'scandal', 'engagement', 'alcoholism', 'suspense', 'based on play or musical', 'surprise ending', 'class differences', 'deep focus', 'extramarital affair', 'unwanted pregnancy', 'flashback', 'supernatural power', 'film noir', 'workshop', 'midlands', '1910s']"
37144,[]
37145,[]
37146,['family relationships']
37147,[]
37148,"['countryside', 'music', 'friendship', 'leere', 'los angeles', 'dogme 95', 'unhappiness', 'road movie']"
37149,[]
37150,[]
37151,['bollywood']
37152,[]
37153,[]
37154,[]
37155,['remake of telugu film']
37156,[]
37157,[]
37158,[]
37159,[]
37160,"['love triangle', 'drama', 'love', 'romance', 'death']"
37161,[]
37162,[]
37163,[]
37164,[]
37165,"['wilderness', 'survival', 'pregnant', 'gold prospector']"
37166,[]
37167,[]
37168,[]
37169,[]
37170,[]
37171,[]
37172,[]
37173,"['vulkan', 'disaster', 'yellowstone']"
37174,"['suicide attempt', 'drama', 'love', 'bollywood']"
37175,[]
